emp_no,birth_date,first_name,last_name,title,from_date,to_date
259273,1965-01-22,Xiahua,Gomatam,Senior Engineer,1989-12-01,9999-01-01
259611,1965-01-27,Shuichi,Marrakchi,Senior Staff,1990-08-21,9999-01-01
259619,1965-01-21,Conal,Magliocco,Senior Staff,1992-05-09,9999-01-01
259718,1965-01-24,Stepehn,Bouloucos,Senior Staff,1997-09-16,9999-01-01
260083,1965-01-16,Kwok,Journel,Staff,1997-12-22,1999-02-27
260153,1965-01-28,Mingdong,Baar,Technique Leader,1991-10-14,9999-01-01
260249,1965-01-22,Vugranam,Beausoleil,Staff,1998-05-14,9999-01-01
260361,1965-01-25,Reinhold,Rahier,Engineer,1995-06-06,9999-01-01
260399,1965-01-30,Hatem,Birsak,Senior Staff,1995-04-10,9999-01-01
260408,1965-01-19,Sasan,Brookner,Senior Staff,2001-09-03,9999-01-01
260501,1965-01-14,Dzung,Pargas,Technique Leader,1990-05-17,9999-01-01
260545,1965-01-29,Fei,Rebaine,Senior Engineer,1995-05-05,1999-04-19
261184,1965-01-30,Masako,Kornatzky,Senior Engineer,1987-08-29,9999-01-01
261631,1965-01-08,Jianhua,Huttel,Engineer,1998-02-23,9999-01-01
261662,1965-01-11,Berni,Assaf,Senior Staff,1989-09-08,9999-01-01
261737,1965-01-23,Mark,Lindqvist,Senior Engineer,1997-11-22,9999-01-01
261986,1965-01-21,Gila,Ramsak,Senior Engineer,1997-05-13,9999-01-01
261990,1965-01-16,Volkmar,Czaja,Senior Staff,1998-04-01,9999-01-01
262154,1965-01-16,Wonhee,Vrecion,Senior Engineer,1991-03-14,1996-08-28
262208,1965-01-16,Mrinalini,Holburn,Senior Staff,1987-04-20,9999-01-01
262210,1965-01-22,Chinho,Bottner,Senior Engineer,1999-07-30,9999-01-01
262328,1965-01-03,Mayuko,Vural,Staff,1997-12-24,9999-01-01
262439,1965-01-30,Lorien,Lagarias,Senior Staff,1994-10-10,9999-01-01
262440,1965-01-07,Subbu,Kaiserswerth,Assistant Engineer,1992-06-15,1999-03-08
262548,1965-01-05,Jixiang,Loncour,Engineer,1994-03-16,2001-02-20
262636,1965-01-04,Tamiya,Reutenauer,Senior Engineer,1985-06-02,9999-01-01
262741,1965-01-19,Izaskun,Moffat,Senior Staff,1994-04-30,2001-08-14
262752,1965-01-04,Pramod,Bierman,Engineer,1997-12-12,9999-01-01
262861,1965-01-16,Kayoko,Attimonelli,Senior Staff,1997-10-14,1999-01-20
262928,1965-01-01,Piyush,Gill,Senior Engineer,1998-08-31,9999-01-01
263012,1965-01-09,Hideo,Buchter,Staff,1999-05-01,9999-01-01
263186,1965-01-22,Danny,Lowrie,Technique Leader,1995-09-13,9999-01-01
263325,1965-01-19,Dinkar,Sinicrope,Staff,1985-07-12,1985-12-22
263370,1965-01-03,Shakhar,Ranze,Staff,1999-05-29,9999-01-01
263439,1965-01-09,Atreye,Kabayashi,Senior Engineer,1986-12-15,9999-01-01
263645,1965-01-19,Mingsen,Lally,Senior Engineer,1990-12-04,9999-01-01
263649,1965-01-17,Mechthild,Zongker,Senior Staff,1993-07-26,9999-01-01
263721,1965-01-03,Abdulah,Horswill,Engineer,1999-06-12,2000-11-14
263926,1965-01-03,Fusako,Schwartzbauer,Senior Staff,1993-04-07,9999-01-01
264001,1965-01-16,Khalil,Mapelli,Senior Engineer,1990-01-15,1992-04-06
264030,1965-01-15,Zdislav,Solares,Engineer,1998-12-14,9999-01-01
264167,1965-01-25,Baoqiu,Tomescu,Senior Engineer,1996-05-01,9999-01-01
264322,1965-01-03,Leandro,Swist,Senior Staff,1997-01-05,9999-01-01
264626,1965-01-13,Noritoshi,Bakhtari,Senior Staff,1998-02-03,9999-01-01
264715,1965-01-04,Siddarth,Luke,Staff,1993-10-06,1994-07-06
264939,1965-01-10,Bogdan,Bahi,Senior Engineer,1992-02-10,9999-01-01
265039,1965-01-03,Navid,Staudhammer,Senior Staff,2000-10-18,9999-01-01
265521,1965-01-04,Kensei,Salverda,Senior Engineer,2001-05-25,9999-01-01
265558,1965-01-31,Susuma,Kleiser,Senior Staff,1994-08-02,9999-01-01
265794,1965-01-15,Miquel,Halloran,Senior Staff,2002-01-14,9999-01-01
265875,1965-01-20,Fan,Marsiglia,Senior Engineer,1997-09-03,9999-01-01
266206,1965-02-01,Zsolt,Anily,Senior Staff,1991-08-19,9999-01-01
266249,1965-01-15,Sumant,Nishimukai,Senior Staff,1991-03-28,9999-01-01
266310,1965-01-23,Zvonko,Serdy,Senior Staff,1992-06-23,9999-01-01
266644,1965-01-08,Anwar,Gubsky,Senior Staff,1999-08-09,9999-01-01
266689,1965-01-24,Parke,Serna,Senior Engineer,1985-03-29,1999-09-23
266862,1965-01-10,Mart,Plumb,Senior Staff,1986-04-21,9999-01-01
266881,1965-01-11,Mokhtar,Sabnani,Senior Staff,1997-08-28,9999-01-01
266981,1965-01-26,Toshimi,Kragelund,Engineer,1993-02-20,1994-07-05
267059,1965-01-09,Moie,Tempesti,Senior Staff,2000-06-28,9999-01-01
267227,1965-01-10,Susuma,Tagansky,Senior Engineer,2001-01-21,9999-01-01
267304,1965-01-06,Jordanka,Axelband,Senior Staff,1994-06-27,9999-01-01
267504,1965-01-02,Mayuri,Flowers,Staff,1997-05-12,2000-11-07
267667,1965-01-05,Irena,Kaiserswerth,Senior Staff,1994-09-05,9999-01-01
267745,1965-01-25,Wojceich,Honglei,Senior Engineer,1997-12-27,2000-05-01
268043,1965-01-28,Narain,Mikschl,Engineer,1997-11-02,9999-01-01
268191,1965-01-07,LiMin,Teitelbaum,Senior Engineer,1995-11-01,9999-01-01
268890,1965-01-04,Somnath,Uhrik,Engineer,1988-01-14,1994-12-09
269186,1965-01-23,Vitali,Dayang,Technique Leader,1988-09-21,1992-10-21
269568,1965-01-28,Rimli,Walston,Staff,1996-01-28,1999-08-10
269728,1965-01-12,Naftali,Kragelund,Senior Staff,1993-05-15,9999-01-01
270084,1965-01-11,Ulises,Frolund,Senior Staff,1993-07-26,9999-01-01
270716,1965-01-19,Shunichi,Baer,Staff,1998-02-04,9999-01-01
270792,1965-02-01,Domenico,Wendorf,Engineer,1988-09-08,1992-12-28
270794,1965-02-01,Dannz,Zhang,Senior Staff,1991-06-26,9999-01-01
270821,1965-01-21,Hatem,Bierbaum,Staff,1999-09-07,2000-04-11
271106,1965-01-10,Taisook,Kampfer,Engineer,1997-11-30,9999-01-01
271118,1965-01-10,Somnath,Nitsche,Senior Engineer,1999-08-14,1999-10-10
271219,1965-01-16,Odoardo,Tyugu,Engineer,1994-11-07,9999-01-01
271975,1965-01-14,Yuchang,Busillo,Engineer,1986-03-30,1989-11-14
272141,1965-01-13,Tsutomu,Neiman,Senior Staff,1993-05-05,9999-01-01
272285,1965-01-19,Gully,Mitchem,Senior Staff,1995-01-22,9999-01-01
272316,1965-01-05,Surveyors,Muhling,Engineer,1999-07-19,9999-01-01
272452,1965-01-10,Mitsuyuki,Isard,Engineer,1996-08-17,9999-01-01
272599,1965-01-16,Holgard,Hegner,Senior Staff,1998-07-15,9999-01-01
272860,1965-02-01,Minghong,Candan,Assistant Engineer,1994-02-10,9999-01-01
273159,1965-01-26,Divine,Hofmeyr,Technique Leader,1989-04-14,9999-01-01
273274,1965-01-08,Yolla,Kobara,Engineer,1995-12-29,1997-04-16
273286,1965-01-26,Brigham,Asmuth,Senior Engineer,1996-01-24,9999-01-01
273396,1965-01-10,Wayne,Baba,Engineer,1998-03-07,9999-01-01
273806,1965-01-01,Hongzhu,Beetstra,Senior Staff,2000-01-24,9999-01-01
273858,1965-01-13,Gunilla,Matzen,Senior Staff,1995-12-28,9999-01-01
274071,1965-01-01,Mingsen,Weiland,Staff,1995-10-12,9999-01-01
274271,1965-01-10,Prodip,Ritcey,Senior Staff,1993-09-10,9999-01-01
274369,1965-01-29,Ranga,Waymire,Senior Staff,1997-01-27,9999-01-01
274813,1965-01-10,Yefim,Pettey,Senior Staff,2000-08-07,9999-01-01
275158,1965-01-07,Satyanarayana,Brandsma,Engineer,1999-12-08,9999-01-01
275263,1965-01-21,Vojin,Laventhal,Senior Engineer,1999-10-18,9999-01-01
275444,1965-01-16,Limsoon,Leppanen,Senior Engineer,2000-01-22,9999-01-01
275495,1965-01-13,Shen,Yamaashi,Staff,1995-02-19,9999-01-01
275801,1965-01-22,Ayakannu,Heinisuo,Senior Staff,1986-06-28,9999-01-01
275881,1965-01-08,Jiann,Munro,Senior Engineer,1988-05-18,9999-01-01
275994,1965-01-29,Uma,Prampolini,Senior Engineer,1998-02-21,9999-01-01
276027,1965-01-04,Holgard,Stavenow,Senior Staff,1995-02-28,9999-01-01
276184,1965-01-10,Mari,Swick,Senior Staff,1991-04-08,9999-01-01
276186,1965-01-30,Sajjad,Vecchi,Senior Staff,1998-06-02,9999-01-01
276189,1965-01-10,Isaac,Klerer,Senior Staff,2000-03-18,9999-01-01
276445,1965-01-27,Atilio,Randi,Senior Engineer,1994-07-02,9999-01-01
276472,1965-01-27,Hideyuki,Flanders,Senior Engineer,1994-11-10,9999-01-01
276563,1965-01-01,Gift,Solares,Senior Staff,1995-08-01,9999-01-01
276868,1965-01-19,Alois,Sanella,Staff,1998-03-13,9999-01-01
276922,1965-01-18,Yongmin,Sidje,Engineer,1998-06-09,2002-02-20
277316,1965-01-03,Vitali,Rothenberg,Senior Staff,1998-10-04,9999-01-01
277362,1965-01-09,Uzi,Kugler,Senior Staff,1991-01-12,9999-01-01
277420,1965-01-16,Rayond,Schach,Senior Engineer,2001-04-21,9999-01-01
277777,1965-01-27,Herbert,Itzigehl,Senior Engineer,1990-07-04,9999-01-01
277829,1965-01-22,Michaela,Fandrianto,Senior Engineer,1986-06-02,9999-01-01
277926,1965-01-13,Shaunak,Solovay,Senior Staff,1992-12-26,1994-01-13
278239,1965-01-19,Boaz,Bottner,Staff,1994-02-06,9999-01-01
278386,1965-01-15,Caolyn,Poujol,Technique Leader,1995-12-03,9999-01-01
278452,1965-01-07,Sudhanshu,Toyoshima,Senior Staff,1993-08-28,9999-01-01
278484,1965-01-25,Koldo,Peternell,Staff,1992-11-05,1993-04-06
278536,1965-01-14,Munenori,Shobatake,Senior Staff,1999-01-10,9999-01-01
278549,1965-01-02,Jaana,Werthner,Senior Staff,1997-07-27,9999-01-01
278883,1965-01-22,Hidefumi,Saoudi,Engineer,1990-09-15,1996-05-18
278953,1965-01-26,Jeanna,Ghandeharizadeh,Senior Engineer,1990-08-11,9999-01-01
279115,1965-01-05,Maren,DuCasse,Engineer,1997-11-29,9999-01-01
279280,1965-01-09,Niranjan,Debuse,Senior Engineer,2001-09-21,9999-01-01
279384,1965-01-24,Hugo,Comte,Senior Staff,1992-06-30,1993-12-05
279791,1965-01-10,Chiranjit,Lyonns,Engineer,1995-12-24,9999-01-01
280029,1965-01-07,Vasilii,Verhaegen,Staff,1991-03-25,1991-04-24
280070,1965-01-24,Niteen,Ebeling,Senior Staff,1993-03-29,9999-01-01
280291,1965-01-26,Lenore,Badache,Staff,1998-11-24,9999-01-01
280411,1965-01-18,Hironoby,Farrar,Technique Leader,1987-11-03,1996-11-12
280420,1965-01-31,Jahangir,Hofting,Senior Staff,1993-09-28,9999-01-01
280525,1965-01-13,Kish,Herbst,Staff,1996-08-18,9999-01-01
280648,1965-01-04,Heeju,Lorys,Senior Engineer,1992-12-26,9999-01-01
280836,1965-01-16,Ipke,Farrar,Senior Engineer,1991-03-04,1999-12-03
281180,1965-01-11,Phillip,Fontet,Staff,1991-09-03,1998-02-07
281570,1965-01-08,Zijian,Covnot,Assistant Engineer,1994-09-13,9999-01-01
281692,1965-01-06,Khosrow,Sommen,Senior Engineer,1990-03-03,9999-01-01
281834,1965-01-16,Fumitake,Marchegay,Assistant Engineer,1991-09-29,1997-06-12
281848,1965-01-29,Parke,Staylopatis,Senior Engineer,1999-07-31,9999-01-01
281859,1965-01-17,Masanao,Papastamatiou,Senior Engineer,1993-11-25,9999-01-01
282000,1965-01-06,Hideo,Ratnakar,Senior Engineer,1997-06-12,1998-03-20
282191,1965-01-16,Alper,Shinomoto,Engineer,1997-10-20,9999-01-01
282333,1965-01-25,Nahla,Serdy,Senior Staff,2000-09-09,9999-01-01
282343,1965-01-13,Xinglin,Haldar,Senior Staff,1993-07-20,9999-01-01
282547,1965-01-18,Nahum,Codenie,Engineer,1999-06-14,9999-01-01
282585,1965-01-03,Zijian,Lammel,Staff,1996-07-01,9999-01-01
282699,1965-01-28,Candida,Felcyn,Engineer,1995-08-04,2002-05-25
282862,1965-01-30,Chenxi,Pusterhofer,Staff,1996-06-02,2000-07-12
282894,1965-01-05,Fay,Bellmore,Senior Engineer,1998-05-03,9999-01-01
283041,1965-01-04,Nathalie,Foote,Senior Engineer,1991-07-20,1992-06-20
283138,1965-01-19,Cullen,Mikschl,Senior Staff,1990-01-16,1990-03-11
283168,1965-01-15,Sanjai,Kopetz,Assistant Engineer,1999-04-19,2000-06-07
284045,1965-02-01,Fun,Seiwald,Engineer,1994-06-24,2000-02-15
284300,1965-01-22,Ishfaq,Mahmud,Senior Staff,1996-11-28,9999-01-01
284431,1965-01-25,Pintsang,Fujisawa,Senior Staff,2002-04-16,9999-01-01
284561,1965-01-03,Duri,Beznosov,Senior Engineer,1988-02-15,9999-01-01
284687,1965-01-15,Oksana,Redmiles,Senior Engineer,1992-06-22,9999-01-01
284691,1965-01-04,Theron,Ressouche,Senior Engineer,1994-08-17,9999-01-01
284711,1965-01-21,Martijn,Azevdeo,Senior Engineer,1988-02-10,9999-01-01
284717,1965-01-11,Gal,Ranta,Senior Engineer,1997-11-07,9999-01-01
284856,1965-01-05,Moto,Kobara,Senior Engineer,1998-12-12,9999-01-01
284954,1965-01-16,Anneke,Hammerschmidt,Engineer,1996-01-30,9999-01-01
285149,1965-01-20,Nahum,Schahn,Senior Engineer,1998-02-17,2000-03-15
285164,1965-01-02,Xiaocheng,Kumaresan,Staff,1994-10-03,9999-01-01
285318,1965-01-09,Theron,Ravishankar,Senior Engineer,1998-12-27,1999-10-09
285396,1965-01-27,Lena,Kohling,Senior Engineer,1991-10-04,9999-01-01
285905,1965-01-09,Kellyn,Bage,Senior Staff,1994-11-04,9999-01-01
285906,1965-01-02,Arnould,Buescher,Engineer,1998-03-26,9999-01-01
286026,1965-01-21,Utpal,Zaumen,Senior Staff,1997-02-24,9999-01-01
286029,1965-01-28,Jaques,Nanard,Staff,1996-07-16,9999-01-01
286370,1965-01-06,Toshimitsu,Seuren,Senior Staff,2000-01-19,9999-01-01
286452,1965-01-26,Behnaam,Bierbaum,Engineer,1999-01-31,9999-01-01
286573,1965-01-27,Nahum,Nishimukai,Senior Engineer,1997-02-01,9999-01-01
286779,1965-01-24,Sigeru,Versino,Engineer,1998-08-31,9999-01-01
286986,1965-01-01,Woody,Trelles,Senior Engineer,1996-05-23,9999-01-01
287323,1965-02-01,Steve,Dengi,Staff,1999-09-15,9999-01-01
287327,1965-01-13,Youjian,Felder,Senior Staff,2000-07-15,9999-01-01
287334,1965-01-05,Elliott,Speer,Engineer,1998-08-08,9999-01-01
287436,1965-01-02,Sasan,Deville,Technique Leader,1994-10-11,2001-04-25
287482,1965-01-01,Shigeaki,Gihr,Senior Engineer,2002-03-18,9999-01-01
287583,1965-01-18,Jovan,Hockney,Senior Engineer,1997-06-21,9999-01-01
287609,1965-01-06,Sailaja,Negoita,Senior Engineer,2000-01-19,9999-01-01
287713,1965-01-23,Aamod,Ranka,Senior Staff,1992-12-07,9999-01-01
287808,1965-01-09,Vidar,Ozeki,Technique Leader,1996-06-17,9999-01-01
287822,1965-01-24,Mooi,Perfilyeva,Engineer,1998-05-11,2000-09-04
287983,1965-01-23,Randi,Munos,Senior Staff,1990-09-07,9999-01-01
287984,1965-01-09,Troy,Kobuchi,Senior Engineer,1999-02-12,9999-01-01
288028,1965-01-22,Kauko,Narwekar,Senior Engineer,1994-12-16,9999-01-01
288134,1965-01-11,IEEE,VanScheik,Staff,1992-02-11,1993-11-20
288142,1965-01-25,Shay,Heystek,Senior Staff,1995-04-01,9999-01-01
288166,1965-01-11,Masoud,Asmuth,Staff,1994-09-05,9999-01-01
288560,1965-01-16,Yifei,Birjandi,Senior Staff,1999-02-07,9999-01-01
288563,1965-01-02,Cristinel,Gerlach,Senior Engineer,2001-01-08,9999-01-01
288606,1965-01-21,Susumu,Swiss,Senior Staff,1996-11-14,9999-01-01
288665,1965-01-31,Horward,Khasidashvili,Senior Engineer,1998-11-19,9999-01-01
288848,1965-01-31,Vivian,Hennebert,Staff,1991-04-10,1994-06-11
288893,1965-01-30,Bedrich,Rosenbaum,Senior Engineer,1998-01-27,9999-01-01
289122,1965-01-21,Nikolaus,Akaboshi,Staff,1990-09-20,1995-07-04
289454,1965-01-20,Bowen,Narwekar,Senior Engineer,1985-03-08,9999-01-01
289687,1965-01-31,Fai,Maccarone,Senior Staff,1993-10-30,9999-01-01
289807,1965-01-04,Soenke,Lemarechal,Senior Staff,2000-09-03,9999-01-01
289909,1965-01-09,Hilari,Vecchio,Senior Staff,1998-04-24,9999-01-01
290009,1965-01-22,Zijian,Rindone,Senior Staff,1997-07-09,9999-01-01
290010,1965-01-11,Fox,Lodder,Staff,1988-02-17,1994-01-29
290075,1965-01-15,Boalin,Byoun,Senior Staff,1996-09-30,9999-01-01
290284,1965-01-08,Kwangjo,Menhardt,Engineer,1996-01-11,9999-01-01
290441,1965-01-25,Gregory,Collavizza,Senior Staff,1993-09-08,9999-01-01
290467,1965-01-29,Shaowen,Poulakidas,Senior Staff,1992-04-14,9999-01-01
290478,1965-01-03,Tsvetan,Sherertz,Engineer,1998-08-07,9999-01-01
290563,1965-01-09,Shigehiro,Oxenboll,Senior Engineer,1986-02-26,9999-01-01
290769,1965-01-26,Lalit,Blokdijk,Senior Engineer,1999-02-01,9999-01-01
291349,1965-01-19,Constantijn,Rusterholz,Staff,1998-08-28,1998-11-13
291352,1965-01-07,Danai,Trelles,Technique Leader,1992-04-17,9999-01-01
291368,1965-01-03,Gita,Rodier,Staff,1990-08-24,1994-04-27
291612,1965-01-30,Siamak,Gomatam,Engineer,1998-07-08,9999-01-01
291669,1965-01-04,Faiza,Bach,Engineer,1999-09-13,9999-01-01
291755,1965-01-29,Ebru,Doering,Assistant Engineer,1994-08-27,2001-04-06
291819,1965-01-13,Uriel,Georg,Senior Staff,1999-06-08,1999-06-22
292110,1965-01-23,Menkae,Showalter,Senior Engineer,2001-08-09,9999-01-01
292146,1965-01-09,Khatoun,Pulkowski,Engineer,1998-01-11,9999-01-01
292210,1965-01-17,Masaru,Huhdanpaa,Senior Engineer,2001-11-23,9999-01-01
292374,1965-01-15,Shridhar,Chvatal,Staff,1989-10-02,1995-08-27
292404,1965-01-28,Hongzue,Zultner,Senior Staff,1990-02-22,9999-01-01
292504,1965-01-27,Georgi,Bednarek,Senior Engineer,2002-03-02,9999-01-01
292515,1965-01-04,Bernd,Thummel,Engineer,1998-08-03,9999-01-01
292828,1965-01-10,Ziya,Tokunaga,Senior Engineer,1995-01-08,9999-01-01
292901,1965-01-02,Shuky,Journel,Senior Engineer,1993-02-14,1995-04-27
293080,1965-01-12,Hideyuki,Slaats,Senior Staff,1987-05-30,9999-01-01
293154,1965-01-21,Syozo,Maliniak,Senior Staff,1992-11-09,9999-01-01
293280,1965-01-24,Moti,Steenbeek,Senior Engineer,1993-01-21,9999-01-01
293329,1965-01-15,Fumiya,Griswold,Senior Engineer,1994-06-12,9999-01-01
293746,1965-01-25,Sanjay,Litecky,Senior Engineer,2000-08-26,9999-01-01
293752,1965-01-04,Jungsoon,Bail,Senior Staff,1994-02-18,9999-01-01
294144,1965-01-09,Takanari,Ermel,Senior Staff,1999-01-11,9999-01-01
294241,1965-01-12,Marl,Fiebach,Senior Staff,2000-07-25,9999-01-01
294446,1965-01-27,Claudi,Ruemmler,Staff,1999-08-13,9999-01-01
294461,1965-01-14,Siddarth,Rosiles,Senior Engineer,1985-11-18,9999-01-01
294527,1965-01-04,Ashish,Candan,Senior Staff,1992-02-02,9999-01-01
294652,1965-01-27,Hironobu,Brodie,Senior Engineer,1993-09-17,9999-01-01
294791,1965-01-28,Vesna,Lammel,Assistant Engineer,1999-10-08,9999-01-01
294857,1965-01-15,Caolyn,Ozeri,Senior Engineer,1993-07-29,9999-01-01
294996,1965-02-01,Tomoyuki,Vigier,Senior Staff,1991-07-08,2000-03-08
295030,1965-01-01,Fun,Keirsey,Senior Staff,1985-07-09,9999-01-01
295236,1965-01-24,Kauko,Fujisawa,Senior Engineer,1992-09-12,9999-01-01
295254,1965-01-15,Xuejun,Pfau,Senior Staff,1993-07-24,9999-01-01
295255,1965-01-04,Jacopo,Bellone,Technique Leader,1988-03-13,9999-01-01
295262,1965-01-22,Moon,Pews,Assistant Engineer,1994-08-06,9999-01-01
295268,1965-01-28,Eben,Calkin,Senior Staff,2001-12-19,9999-01-01
295278,1965-01-04,Val,Barvinok,Senior Engineer,2000-01-02,9999-01-01
295411,1965-01-18,Chiranjit,Serot,Staff,1997-04-04,9999-01-01
295476,1965-01-19,Shawna,Chiodo,Engineer,1999-01-22,1999-04-05
295857,1965-01-17,Kankanahalli,Ciolek,Senior Staff,1998-12-26,9999-01-01
296062,1965-01-29,Shaz,Driscoll,Staff,1998-10-03,9999-01-01
296303,1965-01-28,Mariangiola,Heyers,Technique Leader,1992-08-04,9999-01-01
296428,1965-01-03,Charmane,Simmen,Senior Staff,1997-03-07,9999-01-01
296610,1965-01-25,Pranav,Berztiss,Senior Engineer,1990-10-06,1996-09-09
296621,1965-01-02,Bokyung,Plump,Technique Leader,1986-07-05,1989-04-27
296664,1965-01-31,Dipayan,Geffroy,Senior Engineer,1987-09-17,9999-01-01
296687,1965-01-02,Palash,Spieker,Senior Staff,1996-05-10,9999-01-01
296718,1965-01-30,Kamakshi,Bahl,Senior Engineer,1987-12-22,9999-01-01
296962,1965-01-28,Wilmer,Luke,Technique Leader,1987-02-13,1999-02-15
297008,1965-01-20,Boutros,Awdeh,Staff,1985-11-07,1988-07-11
297232,1965-01-16,Lokesh,Saoudi,Senior Staff,1999-05-25,9999-01-01
297243,1965-01-13,Tesuya,Mansanne,Senior Staff,1993-10-08,1997-06-01
297431,1965-01-12,Cathie,Ratnakar,Senior Staff,1996-06-23,9999-01-01
297474,1965-01-13,Irena,Terkki,Staff,1998-03-11,9999-01-01
297804,1965-01-16,Vasilis,Ginneken,Engineer,1985-09-13,1990-04-08
297905,1965-01-12,Marc,Bahl,Assistant Engineer,1997-06-18,9999-01-01
297954,1965-01-13,Sailaja,Fujisaki,Assistant Engineer,1995-07-24,9999-01-01
298339,1965-01-11,King,Benzmuller,Senior Engineer,1995-09-04,9999-01-01
298479,1965-01-24,Kamakshi,Badache,Staff,1996-06-11,1999-03-11
298577,1965-01-11,Florina,Litecky,Senior Staff,1994-12-02,9999-01-01
298953,1965-02-01,Zita,Syang,Staff,1998-12-29,9999-01-01
299346,1965-01-09,Fumitake,Sichman,Senior Staff,1991-02-21,9999-01-01
299580,1965-01-21,Luisa,Itzfeldt,Engineer,1997-01-23,9999-01-01
299718,1965-01-15,Denny,Shobatake,Senior Staff,2002-06-22,9999-01-01
299737,1965-02-01,Patricio,Itzfeldt,Senior Staff,1994-05-21,9999-01-01
400046,1965-01-12,Hilari,Christ,Senior Staff,1991-01-19,9999-01-01
400344,1965-01-04,Yishai,Sessa,Engineer,1996-08-21,2000-09-30
400358,1965-01-31,Angus,Jullig,Senior Engineer,1997-04-13,9999-01-01
400683,1965-01-28,Kamakshi,Manders,Staff,1995-08-05,9999-01-01
400780,1965-01-09,Poornachandra,Asser,Engineer,1993-11-07,9999-01-01
400796,1965-01-10,Bodo,Halevi,Engineer,1996-05-30,9999-01-01
401154,1965-01-27,Danae,Kragelund,Senior Staff,1993-05-19,9999-01-01
401278,1965-01-16,Oguz,Schurmann,Engineer,1995-11-11,9999-01-01
401333,1965-01-30,Martins,Shokrollahi,Senior Engineer,1991-11-04,9999-01-01
401364,1965-01-16,Pranay,Kambil,Senior Staff,1999-07-30,2002-04-06
401420,1965-01-06,Florian,Uhrig,Senior Staff,1987-01-31,9999-01-01
401574,1965-01-13,Yannik,Falco,Technique Leader,1988-01-15,9999-01-01
402025,1965-01-20,Shigehito,Duclos,Senior Engineer,1992-09-19,9999-01-01
402102,1965-01-21,Kersti,Granlund,Engineer,1995-03-19,9999-01-01
402223,1965-01-30,Fai,Breugel,Staff,1995-02-27,1999-10-08
402664,1965-01-04,Subhada,Janetzko,Senior Engineer,1987-01-25,9999-01-01
402718,1965-01-17,Jeanna,Rettelbach,Senior Engineer,1996-02-14,9999-01-01
402827,1965-01-28,Weidon,Pollacia,Senior Staff,1996-02-27,9999-01-01
403010,1965-01-16,Toshimitsu,Sluis,Senior Engineer,1985-02-18,9999-01-01
403237,1965-01-01,Muneo,Gunderson,Senior Engineer,1992-12-08,1993-09-19
403455,1965-01-25,Marko,Velardi,Senior Engineer,1997-11-22,2001-08-27
403621,1965-01-07,Deborah,Kaminger,Senior Staff,1997-06-04,9999-01-01
403644,1965-01-19,Krisda,Hainaut,Senior Staff,2000-07-07,9999-01-01
403954,1965-01-10,Jeanna,Bratten,Senior Engineer,1997-07-26,9999-01-01
404018,1965-01-11,Valery,Babb,Senior Engineer,1998-10-19,9999-01-01
404236,1965-01-12,Zengping,Kakkar,Senior Engineer,1996-07-22,9999-01-01
404462,1965-01-09,Anestis,Setlzner,Senior Engineer,1991-07-13,9999-01-01
404573,1965-01-31,Eberhardt,Spelt,Staff,1997-07-05,9999-01-01
404755,1965-01-13,Manu,Junet,Senior Staff,1996-04-19,9999-01-01
404788,1965-01-16,Basem,Beausoleil,Engineer,1998-03-16,9999-01-01
404879,1965-01-12,Jeanne,Kaminger,Engineer,1987-07-21,1991-04-21
405015,1965-01-02,Morris,Fargier,Senior Staff,1996-06-29,9999-01-01
405063,1965-01-26,Yechezkel,Yurov,Senior Engineer,1998-11-30,9999-01-01
405372,1965-01-24,Masami,Merro,Senior Staff,1996-09-23,1999-08-31
406125,1965-01-25,Georgi,Portugali,Technique Leader,1987-09-27,9999-01-01
406239,1965-01-09,Marek,Tomescu,Senior Engineer,2002-05-15,9999-01-01
406249,1965-01-23,Naraig,Snyers,Senior Engineer,1986-12-03,1992-05-19
406299,1965-01-25,Kitty,Kolvik,Engineer,1991-10-07,1995-04-29
406537,1965-01-30,Martien,Ranum,Senior Engineer,1993-03-15,1999-05-18
406564,1965-01-25,Parviz,Picco,Engineer,1995-04-16,9999-01-01
406714,1965-02-01,Malu,Ossenbruggen,Senior Staff,1994-11-21,9999-01-01
406847,1965-01-24,Alexius,Crouzet,Staff,1999-10-05,9999-01-01
407522,1965-01-25,Tommaso,Raczkowsky,Staff,1996-08-29,9999-01-01
407837,1965-02-01,Fei,Erez,Senior Engineer,1991-10-15,9999-01-01
408019,1965-01-01,Shridhar,Chleq,Senior Engineer,1996-03-21,9999-01-01
408114,1965-01-05,Geoffrey,Ladret,Engineer,1994-01-03,9999-01-01
408163,1965-01-21,Irene,Sethi,Senior Engineer,1996-09-06,9999-01-01
408417,1965-01-19,Tsz,Daescu,Staff,1994-01-29,9999-01-01
408435,1965-01-18,Bikash,Vilarrasa,Staff,1999-03-26,2000-12-29
408437,1965-01-29,Uno,Solares,Senior Staff,1999-09-22,9999-01-01
408447,1965-01-13,Mayuri,Werthner,Senior Staff,1999-08-19,9999-01-01
408654,1965-01-09,Yongqiao,Cochrane,Senior Staff,1991-10-27,9999-01-01
408953,1965-01-26,Jolita,Claffy,Senior Engineer,1993-12-24,9999-01-01
409112,1965-01-10,Sahrah,Mitchem,Senior Staff,2000-03-27,2002-05-18
409391,1965-01-06,Willard,Verspoor,Engineer,1999-02-28,9999-01-01
